image 4935/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-09-20-2024-4666.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5056/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4792.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5057/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4793.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5058/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4794.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.2ms
image 5059/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4795.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5060/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4796.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5061/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4797.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5062/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4798.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5063/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4799.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5064/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4800.JPG: 640x640 narrowleaf_cattail 1.00, none 0.00, phragmites 0.00, purple_loosestrife 0.00, 3.0ms
image 5065/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4801.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5066/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4802.JPG: 640x640 narrowleaf_cattail 0.68, purple_loosestrife 0.24, phragmites 0.05, none 0.02, 3.0ms
image 5067/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4803.JPG: 640x640 narrowleaf_cattail 0.67, phragmites 0.20, purple_loosestrife 0.12, none 0.01, 3.0ms
image 5068/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4804.JPG: 640x640 narrowleaf_cattail 0.79, purple_loosestrife 0.13, phragmites 0.08, none 0.00, 3.0ms
image 5069/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4805.JPG: 640x640 narrowleaf_cattail 0.93, purple_loosestrife 0.04, phragmites 0.02, none 0.00, 3.0ms
image 5070/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4806.JPG: 640x640 narrowleaf_cattail 0.44, purple_loosestrife 0.33, phragmites 0.23, none 0.00, 3.0ms
image 5071/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4807.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5072/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4808.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5073/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4809.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.03, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5074/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4810.JPG: 640x640 phragmites 0.74, narrowleaf_cattail 0.25, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5075/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4811.JPG: 640x640 narrowleaf_cattail 0.52, purple_loosestrife 0.27, phragmites 0.20, none 0.00, 3.0ms
image 5076/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4812.JPG: 640x640 narrowleaf_cattail 0.53, purple_loosestrife 0.26, phragmites 0.20, none 0.00, 3.0ms
image 5077/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4813.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5078/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4814.JPG: 640x640 narrowleaf_cattail 0.68, phragmites 0.23, purple_loosestrife 0.08, none 0.00, 3.0ms
image 5079/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4815.JPG: 640x640 narrowleaf_cattail 0.93, phragmites 0.05, purple_loosestrife 0.02, none 0.00, 3.0ms
image 5080/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4816.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.02, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5081/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4817.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5082/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4818.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5083/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4819.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5084/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4820.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5085/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4821.JPG: 640x640 phragmites 0.51, narrowleaf_cattail 0.38, purple_loosestrife 0.11, none 0.00, 3.0ms
image 5086/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4822.JPG: 640x640 purple_loosestrife 0.71, narrowleaf_cattail 0.15, phragmites 0.14, none 0.01, 3.0ms
image 5087/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4823.JPG: 640x640 narrowleaf_cattail 0.91, phragmites 0.09, purple_loosestrife 0.00, none 0.00, 3.3ms
image 5088/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4824.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5089/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4825.JPG: 640x640 narrowleaf_cattail 0.83, phragmites 0.17, purple_loosestrife 0.01, none 0.00, 3.1ms
image 5090/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4826.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5091/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4827.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5092/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4828.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5093/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4829.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5094/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4830.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5095/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4831.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5096/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4832.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.2ms
image 5097/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4833.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5098/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4834.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5099/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4835.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5100/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4836.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5101/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4837.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5102/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4838.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5103/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4839.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5104/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4840.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5105/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4841.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5106/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4842.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5107/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4843.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.03, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5108/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4844.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5109/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4845.JPG: 640x640 narrowleaf_cattail 0.98, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5110/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4846.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5111/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4847.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5112/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4848.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5113/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4849.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5114/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4850.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5115/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4851.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5116/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4852.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5117/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4853.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5118/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4854.JPG: 640x640 narrowleaf_cattail 0.94, phragmites 0.06, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5119/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4855.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5120/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4856.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5121/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4857.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5122/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4858.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5123/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4859.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5124/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4860.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5125/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4861.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5126/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4862.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5127/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4863.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.1ms
image 5128/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4864.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.02, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5129/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4865.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5130/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4866.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5131/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4867.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5132/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4868.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.1ms
image 5133/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4869.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5134/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4870.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
image 5135/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4871.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5136/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4872.JPG: 640x640 narrowleaf_cattail 0.99, phragmites 0.01, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5137/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4873.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5138/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4874.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5139/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4875.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5140/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4876.JPG: 640x640 phragmites 0.53, narrowleaf_cattail 0.47, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5141/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4877.JPG: 640x640 narrowleaf_cattail 0.91, phragmites 0.09, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5142/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4879.JPG: 640x640 narrowleaf_cattail 0.95, phragmites 0.05, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5143/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4880.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5144/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4881.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5145/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4882.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5146/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4883.JPG: 640x640 narrowleaf_cattail 0.97, phragmites 0.03, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5147/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-27-24-4884.JPG: 640x640 narrowleaf_cattail 0.84, phragmites 0.15, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5148/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-4885.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5149/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-4886.JPG: 640x640 narrowleaf_cattail 0.50, phragmites 0.42, none 0.05, purple_loosestrife 0.03, 3.0ms
image 5150/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-4887.JPG: 640x640 narrowleaf_cattail 0.83, phragmites 0.16, purple_loosestrife 0.01, none 0.01, 3.0ms
image 5151/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-4888.JPG: 640x640 narrowleaf_cattail 0.77, phragmites 0.21, purple_loosestrife 0.02, none 0.01, 3.0ms
image 5152/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-4889.JPG: 640x640 narrowleaf_cattail 0.91, phragmites 0.09, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5153/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-4890.JPG: 640x640 narrowleaf_cattail 0.87, phragmites 0.12, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5154/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-4891.JPG: 640x640 narrowleaf_cattail 0.56, phragmites 0.40, purple_loosestrife 0.03, none 0.01, 3.0ms
image 5155/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-4892.JPG: 640x640 narrowleaf_cattail 0.71, phragmites 0.25, purple_loosestrife 0.04, none 0.00, 3.0ms
image 5156/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-4893.JPG: 640x640 narrowleaf_cattail 0.94, phragmites 0.05, purple_loosestrife 0.01, none 0.00, 3.0ms
image 5157/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-4894.JPG: 640x640 narrowleaf_cattail 0.81, phragmites 0.18, none 0.01, purple_loosestrife 0.01, 3.0ms
image 5158/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-4895.JPG: 640x640 narrowleaf_cattail 0.85, phragmites 0.14, purple_loosestrife 0.00, none 0.00, 3.0ms
image 5159/5947 /home/landon/Senior-Design/Training/narrowleaf_cattail/narrowleaf_cattail-6-28-24-4896.JPG: 640x640 narrowleaf_cattail 1.00, phragmites 0.00, none 0.00, purple_loosestrife 0.00, 3.0ms
